id,name,total.votes,con,green,lab,ld,snp,ukip,left.total,right.total,other,con.15,green.15,lab.15,ld.15,snp.15,ukip.15,other.15,left.total.15,right.total.15,leave.estimate,leave.exact,leave.16,brexit.swing.status.5,brexit.swing.status.10,party.swing.status.5,party.swing.status.10,tactical.remain.vote,tactical.leave.vote,winner.2015,remain.best.case,leave.best.case,remain.practical.case,leave.practical.case
E14000588,Bradford South,37600,9878,1243,16328,1094,0,9057,18665,18935,0,26.27127659574468,3.3058510638297873,43.42553191489362,2.9095744680851063,0,24.08776595744681,0,49.64095744680851,50.35904255319149,63.560105629999995,TRUE,63.56121775,Solid leave,Solid leave,Swing,Swing,lab,con,lab,lab,con,lab,con
E14000589,Bradford West,40290,6160,1085,19977,1173,0,3140,22235,9300,8755,15.289153636138,2.692975924547034,49.58302308265078,2.911392405063291,0,7.7934971456937205,21.729957805907173,55.187391412261114,23.08265078183172,46.37242088,TRUE,46.74085444,Could swing to leave,Could swing to leave,Solid left,Solid left,lab,con,lab,lab,lab,lab,con
E14000590,Braintree,50283,27071,1564,9296,2488,0,9461,13348,36532,403,53.83728098959887,3.110395163375296,18.48736153371915,4.9479943519678615,0,18.815504245967823,0.8014637153710001,26.545751049062304,72.6527852355667,61.51564016,FALSE,61.51564016,Solid leave,Solid leave,Solid right,Solid right,lab,con,con,con,con,NA,NA
W07000068,Brecon & Radnorshire,40074,16453,1261,5904,11351,0,3338,18516,19791,1767,41.0565453910266,3.146678644507661,14.732744422817786,28.32509856764985,0,8.329590258022659,4.409342715975446,46.20452163497529,49.38613564904926,51.85508645,FALSE,51.85508645,Could swing to remain,Could swing to remain,Swing,Swing,ld,con,con,ld,con,ld,con
E14000591,Brent Central,47032,9567,1912,29216,3937,0,1850,35065,11417,550,20.341469637693486,4.065317230821568,62.11940806259568,8.370896410954245,0,3.9334920904915807,1.1694165674434427,74.55562170437149,24.274961728185065,42.88758826,FALSE,42.88758826,Solid remain,Could swing to leave,Solid left,Solid left,lab,con,lab,lab,lab,NA,NA
E14000592,Brent North,52235,17517,1539,28351,2607,0,2024,32497,19541,197,33.534986120417344,2.946300373312913,54.275868670431706,4.990906480329281,0,3.874796592323155,0.37714176318560355,62.2130755240739,37.409782712740494,42.61175105,FALSE,42.61175105,Solid remain,Could swing to leave,Solid left,Solid left,lab,con,lab,lab,lab,NA,NA
E14000593,Brentford & Isleworth,57355,24631,2120,25096,2305,0,3203,29521,27834,0,42.94481736553047,3.6962775695231453,43.75555749280795,4.018830093278703,0,5.584517478859733,0,51.470665155609794,48.529334844390206,40.351268080000004,TRUE,43.30890315,Solid remain,Could swing to leave,Swing,Swing,lab,con,lab,lab,con,lab,con
E14000594,Brentwood & Ongar,51897,30534,1397,6492,4577,0,8724,12466,39258,173,58.83577085380658,2.6918704356706553,12.509393606566855,8.819392257741296,0,16.810220243944737,0.3333526022698807,24.020656299978803,75.64599109775132,61.18928689999999,FALSE,61.18928689999999,Solid leave,Solid leave,Solid right,Solid right,lab,con,con,con,con,NA,NA
W07000073,Bridgend,39453,12697,736,14624,1648,0,5911,17008,18608,3837,32.182597014168756,1.8655108610245101,37.06688971687831,4.17712214533749,0,14.982384102603097,9.725496159987834,43.10952272324031,47.164981116771855,50.27662392,FALSE,50.27662392,Could swing to remain,Could swing to remain,Swing,Swing,lab,con,lab,lab,con,lab,con
E14000595,Bridgwater & Somerset West,54447,25020,2636,9589,6765,0,10437,18990,35457,0,45.95294506584385,4.841405403419839,17.61162231160578,12.424926993222767,0,19.169100225907766,0,34.87795470824839,65.1220452917516,62.06398322,FALSE,62.06398322,Solid leave,Solid leave,Solid right,Solid right,lab,con,con,con,con,NA,NA
E14000596,Brigg & Goole,43270,22946,915,11770,764,0,6694,13449,29640,181,53.029812803327935,2.11462907326092,27.20129419921424,1.7656574994222325,0,15.470302750173332,0.4183036746013404,31.08158077189739,68.50011555350127,66.22691693,FALSE,66.22691693,Solid leave,Solid leave,Solid right,Solid right,lab,con,con,con,con,NA,NA
E14000597,Brighton Kemptown,45306,18428,3187,17738,1365,0,4446,22290,22874,142,40.674524345561295,7.034388381229858,39.15154725643403,3.0128459806648125,0,9.813269765593962,0.31342427051604643,49.198781618328695,50.48779411115526,43.5923134,FALSE,43.5923134,Solid remain,Could swing to leave,Swing,Swing,lab,con,con,lab,con,lab,con
E14000598,Brighton Pavilion,54676,12448,22871,14904,1525,0,2724,39300,15172,204,22.766844685053773,41.83005340551613,27.258760699392788,2.7891579486429148,0,4.98207623088741,0.3731070305069866,71.87797205355183,27.748920915941184,25.9335501,FALSE,25.9335501,Solid remain,Solid remain,Solid left,Solid left,green,con,green,green,green,NA,NA
E14000599,Bristol East,46213,14168,3827,18148,2689,0,7152,24664,21320,229,30.658039945469888,8.281219570250794,39.270335187068575,5.81870902127107,0,15.476164715556228,0.4955315603834419,53.37026377859044,46.13420466102612,48.72600535,TRUE,46.795271830000004,Could swing to leave,Could swing to leave,Solid left,Swing,lab,con,lab,lab,lab,lab,con
E14000600,Bristol North West,51805,22767,2952,17823,3214,0,4889,23989,27656,160,43.947495415500434,5.698291670688158,34.40401505646173,6.204034359617797,0,9.43731300067561,0.30885049705626866,46.30634108676769,53.38480841617604,41.2667041,TRUE,38.85281199,Solid remain,Solid remain,Solid right,Swing,lab,con,con,con,con,lab,con
E14000601,Bristol South,50842,12377,5861,19505,4416,0,8381,29782,20758,302,24.344046260965342,11.527870658117305,38.36395106408087,8.68573226859683,0,16.484402659218755,0.5939970890208882,58.57755399079502,40.8284489201841,47.28418442,TRUE,47.95283789,Could swing to leave,Could swing to leave,Solid left,Solid left,lab,con,lab,lab,lab,lab,con
E14000602,Bristol West,64218,9752,17227,22900,12103,0,1940,52230,11692,296,15.185773459154753,26.82581207761064,35.659783861222714,18.846740789186832,0,3.0209598554922295,0.460929957332835,81.33233672802018,18.206733314646982,19.11825038,TRUE,20.71150843,Solid remain,Solid remain,Solid left,Solid left,lab,con,lab,lab,lab,NA,NA
E14000603,Broadland,53089,26808,2252,9970,5178,0,8881,17400,35689,0,50.49633634086157,4.2419333571926385,18.779784889525136,9.753432914539735,0,16.728512497880917,0,32.77515116125751,67.22484883874249,54.10084801,FALSE,54.10084801,Could swing to remain,Could swing to remain,Solid right,Solid right,lab,con,con,con,con,lab,con
E14000604,Bromley & Chislehurst,44066,23343,1823,9779,2836,0,6285,14438,29628,0,52.972813507012205,4.136976353651342,22.19171243135297,6.435800844188264,0,14.262696863795215,0,32.764489629192575,67.23551037080743,49.69899795,TRUE,49.82886934,Could swing to leave,Could swing to leave,Solid right,Solid right,lab,con,con,con,con,lab,con
E14000605,Bromsgrove,52245,28133,1729,11604,2616,0,8163,15949,36296,0,53.8482151402048,3.309407598813283,22.210737869652597,5.007177720356015,0,15.6244616709733,0,30.527323188821896,69.4726768111781,55.36512794,FALSE,55.36512794,Solid leave,Could swing to remain,Solid right,Solid right,lab,con,con,con,con,NA,NA
E14000606,Broxbourne,46024,25797,1216,8470,1467,0,9074,11153,34871,0,56.05119068312185,2.64209977403094,18.403441682600384,3.1874674083087084,0,19.71580045193812,0,24.233008864940032,75.76699113505997,65.53477318,FALSE,65.53477318,Solid leave,Solid leave,Solid right,Solid right,lab,con,con,con,con,NA,NA
E14000607,Broxtowe,53440,24163,1544,19876,2120,0,5674,23540,29837,63,45.21519461077844,2.8892215568862274,37.19311377245509,3.967065868263473,0,10.61751497005988,0.11788922155688622,44.049401197604794,55.832709580838326,52.5137019,FALSE,52.5137019,Could swing to remain,Could swing to remain,Solid right,Solid right,lab,con,con,con,con,lab,con
E14000608,Buckingham,53692,0,7400,0,0,0,11675,7400,11675,34617,0,13.782313938761826,0,0,0,21.744393950681665,64.47329211055651,13.782313938761826,21.744393950681665,48.87086722,FALSE,48.87086722,Could swing to leave,Could swing to leave,Solid right,Swing,green,ukip,ukip,ukip,ukip,green,ukip
E14000609,Burnley,39746,5374,850,14951,11707,0,6864,27508,12238,0,13.520857444774318,2.1385799828913603,37.6163639108338,29.45453630554018,0,17.26966235596035,0,69.20948019926534,30.790519800734668,66.61279897,FALSE,66.61279897,Solid leave,Solid leave,Solid left,Solid left,lab,ukip,lab,lab,lab,lab,ukip
E14000610,Burton,48974,24376,1224,13484,1232,0,8658,15940,33034,0,49.77334912402499,2.4992853350757542,27.532976681504472,2.515620533344223,0,17.678768326050555,0,32.54788254992445,67.45211745007555,64.79315747999999,FALSE,64.79315747999999,Solid leave,Solid leave,Solid right,Solid right,lab,con,con,con,con,NA,NA
E14000611,Bury North,45230,18970,1141,18592,932,0,5595,20665,24565,0,41.941189476011495,2.522661950033164,41.1054609772275,2.060579261552067,0,12.370108335175768,0,45.688702188812734,54.311297811187266,53.66703123999999,FALSE,53.66703123999999,Could swing to remain,Could swing to remain,Solid right,Swing,lab,con,con,con,con,lab,con
E14000612,Bury South,47215,16350,1434,21272,1690,0,6299,24396,22649,170,34.62882558508949,3.037170390765646,45.053478767340884,3.5793709626178125,0,13.341099226940592,0.36005506724557873,51.670020120724345,47.96992481203007,54.51175263,FALSE,54.51175263,Could swing to remain,Could swing to remain,Swing,Swing,lab,con,lab,lab,con,lab,con
E14000613,Bury St Edmunds,59341,31815,4692,10514,3581,0,8739,18787,40554,0,53.61385888340271,7.90684349775029,17.71793532296389,6.034613504996545,0,14.726748790886571,0,31.659392325710723,68.34060767428927,53.99247144,FALSE,53.99247144,Could swing to remain,Could swing to remain,Solid right,Solid right,lab,con,con,con,con,lab,con
W07000076,Caerphilly,40283,6683,937,17864,935,0,7791,19736,14474,6073,16.590124866569024,2.326043244048358,44.34625027927414,2.3210783705285105,0,19.340664796564308,15.075838443015666,48.993371893851005,35.93078966313333,55.135971299999994,FALSE,55.135971299999994,Solid leave,Could swing to remain,Solid left,Solid left,lab,ukip,lab,lab,lab,lab,ukip
S14000009,"Caithness, Sutherland & Easter Ross",34186,2326,0,3061,11987,15831,981,30879,3307,0,6.803954835312701,0,8.953957760486748,35.06406131164804,46.30843035160592,2.869595740946586,0,90.32644942374071,9.673550576259288,51.339391,FALSE,51.339391,Could swing to remain,Could swing to remain,Solid left,Solid left,snp,con,snp,snp,snp,snp,con
E14000614,Calder Valley,53541,23354,2090,18927,2666,0,5950,23683,29304,554,43.618908873573524,3.9035505500457592,35.35047907211296,4.979361610728227,0,11.112978838647019,1.0347210548925123,44.23339123288695,54.73188771222054,51.509666710000005,TRUE,53.16421306,Could swing to remain,Could swing to remain,Solid right,Solid right,lab,con,con,con,con,lab,con
E14000615,Camberwell & Peckham,51561,6790,5187,32614,2580,0,2413,40381,9203,1977,13.168867942825003,10.059929016116833,63.25323403347491,5.003781928201548,0,4.679893718120285,3.8342933612614183,78.31694497779328,17.84876166094529,31.481770320000003,FALSE,31.481770320000003,Solid remain,Solid remain,Solid left,Solid left,lab,con,lab,lab,lab,NA,NA
E14000616,Camborne & Redruth,45868,18452,2608,11448,5687,0,6776,19743,25228,897,40.22848173018227,5.685881224383013,24.95857678555856,12.398622133077525,0,14.772826371326413,1.9556117554722245,43.0430801430191,55.00130810150867,58.41285279,FALSE,58.41285279,Solid leave,Could swing to remain,Solid right,Solid right,lab,con,con,con,con,NA,NA
E14000617,Cambridge,51774,8117,4109,18646,18047,0,2668,40802,10785,187,15.677753312473442,7.936415961679607,36.01421562946653,34.85726426391625,0,5.1531656816162545,0.36118515084791597,78.80789585506238,20.830918994089696,26.26488573,TRUE,26.225273100000003,Solid remain,Solid remain,Solid left,Solid left,lab,con,lab,lab,lab,NA,NA
E14000842,Cambridgeshire North East,51780,28524,1816,7476,2314,0,11650,11606,40174,0,55.08690614136732,3.5071456160679797,14.438006952491309,4.468906913866358,0,22.49903437620703,0,22.414059482425646,77.58594051757434,69.3543227,FALSE,69.3543227,Solid leave,Solid leave,Solid right,Solid right,lab,con,con,con,con,NA,NA
E14000855,Cambridgeshire North West,61100,32070,2159,10927,3479,0,12275,16565,44345,190,52.48772504091653,3.5335515548281506,17.88379705400982,5.693944353518822,0,20.09001636661211,0.3109656301145663,27.111292962356792,72.57774140752863,56.934097019999996,FALSE,56.934097019999996,Solid leave,Could swing to remain,Solid right,Solid right,lab,con,con,con,con,NA,NA
E14000934,Cambridgeshire South,61540,31454,3848,10860,9368,0,6010,24076,37464,0,51.11147221319467,6.252843678908027,17.647058823529413,15.222619434514137,0,9.766005849853753,0,39.12252193695158,60.87747806304843,38.4889637,FALSE,38.4889637,Solid remain,Solid remain,Solid right,Solid right,lab,con,con,con,con,lab,con
E14000937,Cambridgeshire South East,59506,28845,3047,9013,12008,0,6593,24068,35438,0,48.47410345175277,5.120492051221726,15.146371794440897,20.17947769972776,0,11.079555002856853,0,40.44634154539038,59.55365845460962,45.304818759999996,FALSE,45.304818759999996,Could swing to leave,Could swing to leave,Solid right,Solid right,ld,con,con,con,con,ld,con
E14000618,Cannock Chase,47099,20811,906,15888,1270,0,8224,18064,29035,0,44.185651500031845,1.9236077199091275,33.733200280260725,2.6964479075988876,0,17.46109259219941,0,38.35325590776874,61.64674409223125,68.86035313,TRUE,68.86035313,Solid leave,Solid leave,Solid right,Solid right,lab,con,con,con,con,NA,NA
E14000619,Canterbury,53465,22918,3746,13120,6227,0,7289,23093,30207,165,42.86542597961283,7.006452819601608,24.53941831104461,11.64687178528009,0,13.633217993079585,0.30861311138127745,43.19274291592631,56.49864397269242,45.32740482,FALSE,45.32740482,Could swing to leave,Could swing to leave,Solid right,Solid right,lab,con,con,con,con,lab,con
W07000050,Cardiff Central,38646,5674,2461,15462,10481,0,2499,28404,8173,2069,14.681985198985664,6.368058790042953,40.0093153237075,27.12052993841536,0,6.466387206955441,5.353723541893081,73.49790405216581,21.148372405941107,32.014578449999995,FALSE,32.014578449999995,Solid remain,Solid remain,Solid left,Solid left,lab,con,lab,lab,lab,NA,NA
W07000051,Cardiff North,51151,21709,1254,19572,1953,0,3953,22779,25662,2710,42.44100799593361,2.4515649742918026,38.2631815604778,3.8181071728802958,0,7.728099157396727,5.298039139019765,44.5328537076499,50.16910715333034,39.14785439,FALSE,39.14785439,Solid remain,Solid remain,Solid right,Swing,lab,con,con,con,con,lab,con
W07000080,Cardiff South & Penarth,46667,12513,1746,0,2318,0,6423,4064,18936,23667,26.81337990442925,3.7414018471296635,0,4.967107377804444,0,13.763473118049157,50.71463775258748,8.708509224934108,40.57685302247841,42.81719786,FALSE,42.81719786,Solid remain,Could swing to leave,Solid right,Solid right,ld,con,con,con,con,ld,con
W07000079,Cardiff West,43792,11014,1704,17803,2069,0,4923,21576,15937,6279,25.150712458896603,3.8911216660577272,40.65354402630618,4.724607234198027,0,11.241779320423822,14.338235294117647,49.26927292656193,36.39249177932042,43.8226362,FALSE,43.8226362,Solid remain,Could swing to leave,Solid left,Solid left,lab,con,lab,lab,lab,NA,NA
E14000620,Carlisle,42587,18873,1125,16099,1087,0,5277,18311,24150,126,44.3163406673398,2.6416512081151526,37.80261582172963,2.552422100641041,0,12.391105266865475,0.29586493530889707,42.99668913048583,56.70744593420527,60.6437746,FALSE,60.6437746,Solid leave,Solid leave,Solid right,Solid right,lab,con,con,con,con,NA,NA
W07000067,Carmarthen East & Dinefwr,39399,8336,1091,9541,928,0,4363,11560,12699,15140,21.15789740856367,2.769105814868398,24.2163506687987,2.355389730703825,0,11.07388512398792,38.42737125307749,29.340846214370924,32.23178253255159,53.20823588,FALSE,53.20823588,Could swing to remain,Could swing to remain,Swing,Swing,lab,con,lab,lab,con,lab,con
W07000066,Carmarthen West & Pembrokeshire South,40350,17626,1290,11572,963,0,4698,13825,22324,4201,43.682775712515486,3.197026022304833,28.679058240396532,2.386617100371747,0,11.643122676579926,10.411400247831475,34.26270136307311,55.32589838909542,55.16311742,FALSE,55.16311742,Solid leave,Could swing to remain,Solid right,Solid right,lab,con,con,con,con,NA,NA
E14000621,Carshalton & Wallington,47613,15093,1492,7150,16603,0,7049,25245,22142,226,31.699325814378426,3.1335979669418013,15.016907147207695,34.87072858252998,0,14.8047802070863,0.4746602818557957,53.02123369667948,46.50410602146472,56.26121404,FALSE,56.26121404,Solid leave,Could swing to remain,Solid left,Swing,ld,con,ld,ld,ld,ld,con
E14000622,Castle Point,45450,23112,1076,6283,801,0,14178,8160,37290,0,50.851485148514854,2.3674367436743675,13.823982398239822,1.7623762376237622,0,31.194719471947195,0,17.953795379537954,82.04620462046205,72.69939242,FALSE,72.69939242,Solid leave,Solid leave,Solid right,Solid right,lab,con,con,con,con,NA,NA
W07000064,Ceredigion,37416,4123,2088,3615,13414,0,3829,19117,7952,10347,11.019350010690614,5.58050032071841,9.661642078255293,35.85097284584135,0,10.233589908060722,27.653944836433613,51.09311524481506,21.252939918751338,45.37013739,FALSE,45.37013739,Could swing to leave,Could swing to leave,Solid left,Solid left,ld,con,ld,ld,ld,ld,con
E14000625,Charnwood,52261,28384,0,11453,3605,0,8330,15058,36714,489,54.312010868525284,0,21.91500353992461,6.89806930598343,0,15.939228105087924,0.9356881804787508,28.81307284590804,70.25123897361321,57.8746718,FALSE,57.8746718,Solid leave,Could swing to remain,Solid right,Solid right,lab,con,con,con,con,NA,NA
E14000626,Chatham & Aylesford,43073,21614,1101,10159,1360,0,8581,12620,30195,258,50.1799271005038,2.556125647157152,23.585540826039512,3.157430408840805,0,19.921992895781578,0.5989831216771527,29.299096882037475,70.10191999628537,63.90539181,FALSE,63.90539181,Solid leave,Solid leave,Solid right,Solid right,lab,con,con,con,con,NA,NA
E14000627,Cheadle,53095,22889,0,8673,16436,0,4423,25109,27312,674,43.10952067049628,0,16.33487145682268,30.955833882663153,0,8.330351257180526,1.2694227328373668,47.290705339485825,51.439871927676805,42.07356272,TRUE,42.65303264,Solid remain,Could swing to leave,Swing,Swing,ld,con,con,ld,con,ld,con
